model,episode,success,total_reward,n_steps,stand_reward,small_control,door_openness_reward,door_hatch_openness_reward,hand_hatch_proximity_reward,passage_reward
Baseline,42,0,494.5098814948273,1000,878.101335829925,941.6578338147345,799.8921436802831,262.33464501879934,757.2843424161316,2.5392762343436113
Baseline,43,0,151.58014875477468,502,421.9359425069085,473.8330624152218,169.63882488946976,274.4532196957552,416.5717207036547,2.5096015790770885
Baseline,44,1,234.94618734778788,746,596.8421067970953,703.3773715779136,283.76170749357755,323.6158261086241,635.7898702565545,8.544296125349634
Baseline,45,0,202.3835021357803,1000,846.4199140268217,940.2241048512537,123.19966989118727,427.572674803565,887.6290760138128,4.574271887679385
Baseline,46,0,146.3147873809469,375,272.857891827324,354.8251928211962,208.73450639197645,234.6870210583571,296.3711874639412,0.0
Baseline,47,0,311.74002005161793,1000,899.9600183067358,943.3350823328947,351.58523052079454,508.7352264782091,862.5944644328519,0.24076801683044813
Baseline,48,0,242.31940765714748,676,608.5809656700169,637.5166788658206,320.196702855466,269.39865651984536,545.8829047708606,0.1954533688743495
Baseline,49,0,366.93620938938807,1000,884.2027205722676,942.1630293874318,487.39948448650154,487.8943003330997,797.481085587034,0.0
Baseline,50,0,111.86702606567594,322,268.0702990591358,303.63975876230734,139.71308632158554,194.6547835999799,279.3722190109172,0.0
Baseline,51,0,109.61713619502629,308,282.22087469488565,290.98368618063023,124.13027611855014,250.54597823086115,291.1382477187495,0.0
Baseline,52,0,280.31768070630835,1000,886.9022281076468,942.292275301882,264.30750347945826,708.7848942937804,847.4202815990245,0.0
Baseline,53,0,392.5963628668938,1000,970.0495186383425,941.3399116168337,535.2063827163139,333.7185657959184,874.9561187748028,0.0
Baseline,54,0,276.9572504459467,1000,887.3342322959036,941.6417317232385,281.52434981437636,488.4290863707137,845.0944602146518,0.014508801616563982
Baseline,55,0,155.8046204736144,391,273.72573946332705,369.51797956347934,227.02685223768867,257.07935843900407,298.46105672219625,0.0
Baseline,56,0,222.90108181236832,826,716.375882545292,778.199213532118,228.74132834875024,347.1053822693892,699.61654982908,0.420382104596544
Baseline,57,0,155.70136996821458,1000,871.0862864963361,940.4448163229822,21.589886632139926,388.0911274640661,869.0355354033169,3.4481360327530646
Baseline,58,0,125.93398793991828,366,336.00575510498544,346.19671859263013,142.03646634340885,270.419995422593,333.9953462076346,0.0
Baseline,59,0,205.5903504547594,478,441.4480116656545,450.7385848567115,296.2369646336814,202.32156588779083,410.65463982808524,0.0
Baseline,60,0,92.30788480243645,249,227.03423615915625,235.01886811343795,112.29915633775741,179.20638283605354,227.5016440064432,0.0
Baseline,61,0,476.7650152580786,1000,878.5714910695514,941.7535457061981,713.0914875112013,354.44943305919594,793.3026004125182,44.935246078524635
Baseline,62,0,332.5197019435265,1000,917.8390558928805,941.1471004048262,398.99421578613,461.8056729565663,869.3073345063327,0.05953244090220522
Baseline,63,0,263.648746611551,1000,892.1491891712807,940.7630485927828,244.56422483332898,449.69202982809094,943.2025151535051,0.0
Baseline,64,0,359.46180389299985,1000,882.7784361091918,942.4347490422148,462.7090910700179,534.3715443664399,826.0601809873189,0.0
Baseline,65,0,178.17029076499364,1000,894.343356157774,940.6261332874011,36.32433136022742,627.3785578223254,924.7734373859814,0.2780977693603791
Baseline,66,0,366.1983866161061,1000,903.5339591388943,943.2539736564718,461.5871546399308,548.4976394846722,915.9204635805273,0.0
Baseline,67,0,237.58396625588443,683,493.25369677188553,643.4180004336914,326.07680944270436,260.4509786721993,626.9989096237615,0.0
Baseline,68,0,297.4092730460713,1000,782.9181668808358,941.8727196776176,345.38269635968976,427.9043415445563,936.516245649844,0.0
Baseline,69,0,501.4317735725111,1000,974.4048033554548,941.4817498223274,770.6023341752599,318.5524300026866,860.505275955193,11.33046726831428
Baseline,70,0,232.80146871988677,1000,930.0374435071615,941.7128232759051,191.32359019016647,319.2821012615529,784.0624748016816,11.260766672140392
Baseline,71,0,188.92562218259323,506,320.3673009409169,478.10161741343165,283.426467502115,266.1076018593299,355.48326988928636,0.0
Baseline,72,0,77.1334494610601,453,425.38010770954,424.82109709883156,0.4334093344723814,363.6758686579446,377.2501267286207,0.0
Baseline,73,0,246.1407372162773,1000,984.1458576227374,943.2736990022418,184.94840952792035,547.7199297245493,848.2824000744595,0.7883453656274106
Baseline,74,0,205.03389492804442,818,633.8531146167867,770.3525996933439,212.4293822617362,286.30028857635307,708.2319705113388,0.0
Baseline,75,0,384.56633844025606,1000,934.3463602748284,943.1962094945864,495.67913434905165,542.6334446095982,924.8028897601042,0.0
Baseline,76,0,51.83818057584115,220,212.6872756197287,207.2786342480028,29.58890868641255,165.54366326401353,204.1193171470505,0.0
Baseline,77,0,377.1757525087531,1000,984.3998295585593,941.7595472078348,489.8642976475068,402.75519572009534,877.8316452741931,0.0
Baseline,78,0,202.1073920593909,876,606.0732782860529,825.9295431212548,201.2209943460514,314.7159939040539,770.2314204146377,0.39808416840055805
Baseline,79,0,535.9600343713661,1000,925.1066685445418,940.9014948838619,857.2774017353005,329.1587895675491,933.4148971981724,0.0
Baseline,80,0,142.8237096329198,1000,846.2803960017934,940.7571792748686,0.20482435987203804,402.14221931142174,860.473085100165,0.0
Baseline,81,0,468.3217613144908,1000,983.8383647241079,940.1093355065184,697.2913510567095,267.3297361114335,835.0423332744643,19.800743844992034
Baseline,82,0,175.85167599210854,426,375.5513282382358,402.4834385870539,243.07804565614788,250.33483314720814,369.20585976702046,0.0
Baseline,83,0,95.5126754659023,286,259.3331455841542,269.7351004281368,108.84634261285079,183.33384261683844,258.0595768752785,0.0
Baseline,84,0,228.3981786788822,599,548.7133141520967,565.3701653183819,295.34300179891335,328.38915758226955,545.4807712665859,0.0
Baseline,85,0,213.9544706184314,1000,843.8459264969599,941.8627242920285,144.01917696840334,505.6092559640864,887.4311992978801,0.0
Baseline,86,0,262.30527080046795,630,406.6781119603825,594.641946962682,417.7585894675043,277.6183246610046,441.00651138725544,0.0
Baseline,87,0,388.04005251700227,1000,986.9270340886893,941.7868276626241,507.62998238739135,439.9744299643219,893.1922849789951,0.0
Baseline,88,0,349.84584323689313,999,857.1480270844792,939.961623281737,469.28332778616806,333.0400042810841,827.5916929208257,0.0
Baseline,89,0,230.3945309844836,1000,869.8657411821013,943.2648367098494,190.44400143661682,348.01705028994706,737.9096753736663,23.77687158781389
Baseline,90,0,318.5847124770352,1000,990.2817458681039,943.7734892976438,317.64370091009437,697.8785654261233,945.7737287412571,0.0
Baseline,91,0,189.5108251085248,514,368.47341606299875,484.15608777534146,272.80730485362295,214.73341843690613,426.0542654613799,0.0
Baseline,92,0,186.51975816049628,465,339.6137961201453,439.23087348128394,272.24813349054386,240.24388152248042,397.51415874095795,0.0
Baseline,93,0,290.2667604525438,1000,792.4614575180403,944.1539885412615,333.5797277665797,553.0790888533237,753.2917718795791,0.0
Baseline,94,0,129.61689935151836,427,400.35855837867774,403.5746842653364,121.73984589993306,339.6041067127152,400.24521692761857,0.0
Baseline,95,0,266.3580438218422,1000,878.8444137090063,941.2372075184063,268.0627347797429,363.8440245950558,895.8231649902864,0.0603283095838264
Baseline,96,0,226.4771736369149,1000,839.5784230519937,940.7060715767091,179.1103634452798,440.1215753150484,894.8168947686423,0.417381057166747
Baseline,97,0,234.10994286609062,1000,927.4049592638423,941.2111996532687,170.3985658727678,510.75283977691737,891.8880935437362,0.0
Baseline,98,0,128.50137234570636,332,274.7587015147068,313.6059006744438,174.12753824666905,199.40286017973642,284.3226885989307,0.0
Baseline,99,0,307.8088172855627,863,776.0471412670528,813.0056683289512,382.0526858849669,455.49476468389486,799.798993804435,0.0
PPO,0,0,519.3913826407469,1000,988.8300319754482,953.4577491100223,725.8847568911676,977.7998762535879,991.4600067269376,0.0
PPO,1,0,454.1571951791083,1000,964.5513483716148,952.4442686657969,598.256676695671,877.600165055552,983.913767546885,0.0
PPO,2,0,429.12529914350137,1000,984.6784262594036,950.9302037463517,533.7902701768022,915.1256465346596,990.3708350814862,0.0
PPO,3,0,531.2335435437778,1000,987.1769616302296,952.9367211738917,753.0873123741362,975.4035908706157,990.0818461830389,0.0
PPO,4,0,497.6352293789225,1000,983.9435510110629,953.5587108053036,678.590887709962,975.5309672869465,993.2274680846431,0.0
PPO,5,0,159.2511825867907,602,560.9655129308113,567.2425226046417,141.67569083984245,325.7569196776215,526.5930716078348,0.03797034001870814
PPO,6,0,469.44011719218713,1000,971.1474887234119,951.1093209475986,632.9203328669983,866.2241158007265,978.5293072538448,0.0
PPO,7,0,437.44088158687475,1000,924.2260140391155,950.4736917084716,575.8340236624977,829.1924342677189,974.0471010205529,0.6857021380042484
PPO,8,0,261.09722006913853,1000,970.0972242578653,943.885950079477,218.57280780671906,506.76318339170757,874.1531674459839,6.092562949535198
PPO,9,0,435.5168280664436,1000,974.2337512861249,950.0199971456468,558.7774026544761,870.0239581282646,959.9560329094279,0.0
PPO,10,0,468.4413565737398,1000,928.1805067094169,948.7272400666303,660.5202056118778,726.8983572295873,935.4499509182486,0.0
PPO,11,0,518.6150806230759,1000,988.8792038037969,953.4661984740278,725.0356168575443,972.3013807676739,988.9336873659934,0.0
PPO,12,0,439.34945286153703,1000,953.2367934282007,950.6386444352369,556.4693616623608,972.4480461883686,993.235304072715,0.0
PPO,13,0,295.2615941438824,1000,964.5507756241517,944.3177617303959,278.0858062059798,643.2771011123639,934.9885508008492,0.32326741774420764
PPO,14,0,4.555307048060914,55,25.66888286443106,51.651084085729146,0.0006436948125370327,5.527527575104491,37.45475037938321,0.0
PPO,15,0,437.4742517025111,1000,923.1989121387197,950.1107895752976,575.488324915297,848.2699124882662,966.7796402269279,0.0
PPO,16,0,505.38090461248896,1000,988.0560960222822,953.002158091086,695.4697723372188,975.2681059685681,989.9207886622366,0.0
PPO,17,0,458.94187150278754,1000,986.6703084115491,951.1461773159972,605.5952170091476,863.0777579509613,971.4049719078439,2.4244999622660077
PPO,18,0,527.9171848983399,1000,990.3815391519072,953.5036266092966,745.8886023771937,966.7345836637381,989.9352109218489,0.0
PPO,19,0,155.34517568376393,1000,995.7021274229112,945.9796907588737,0.3201227072524501,240.55685476589076,971.3012533089061,1.184915431178038
PPO,20,0,518.8191983837861,1000,988.5740825828302,953.6444415131826,724.6807238626974,976.7945942185653,991.9579101020981,0.0
PPO,21,0,393.50694757919985,1000,975.7470839578311,948.6120836548885,470.267640729099,817.8442410620131,963.6543023764914,0.6905545068527056
PPO,22,0,101.83962456963236,279,266.0554932867381,263.2959359662233,115.04222519742079,236.9614705020064,262.12795865830554,0.0
PPO,23,0,155.7759270056157,448,415.4788838790205,424.9864114584925,163.37464938769864,417.6500860747539,438.89241161273935,0.0
PPO,24,0,383.8715032371988,1000,895.8479136621719,947.4829080716521,478.2017578367197,751.7263250781011,922.8581350451616,0.05905542457415547
PPO,25,0,209.38653705963935,1000,985.6084585430008,942.4191324293137,94.92747469339619,593.8956807678856,868.9256973124476,1.8200581602243975
PPO,26,0,409.31705051172645,1000,978.3777616318497,946.7053485829363,514.1479498967757,750.3527495285555,955.8833521919173,0.0
PPO,27,0,523.9655519200494,1000,991.4975873885991,953.5515719411989,736.1602940658488,974.0228282548093,988.9716429136615,0.0
PPO,28,0,220.7779647787223,724,621.1499169559456,682.7228206057073,244.77733682286635,402.06798191945904,639.0392763595405,0.0
PPO,29,0,543.511758361475,1000,988.8952911166738,953.7463035564015,780.8058238125346,968.0505527307753,988.633962470555,0.0
PPO,30,0,518.2610086033031,1000,979.9724394637977,953.4635998656089,725.8255939942294,972.3562569409685,991.5949223173873,0.0
PPO,31,0,345.5034219032095,1000,985.1059297803969,948.0068443797725,364.32208492009056,896.5337247404439,860.1376556184243,0.9624666486525775
PPO,32,0,389.6801901326321,1000,959.6293849084058,949.462652589709,453.98388737114885,894.3305992779547,990.649550166984,0.0
PPO,33,0,507.6728861852818,1000,967.4047929480575,951.9729553902956,714.343188253192,898.8257173638508,983.1514804750607,0.0
PPO,34,0,512.1501247251351,1000,989.7655859477851,953.8772659232186,710.4657296856236,970.871642949023,989.704583066788,0.0
PPO,35,0,190.9737982500804,1000,987.6794665252777,941.4342764200414,36.2676715365377,817.4176159321715,812.6484576875828,0.46803764021890637
PPO,36,0,374.3947453864627,1000,984.0881422409324,947.1294203416747,434.9284875950908,745.2209403543474,964.1461836675674,0.0
PPO,37,0,388.84212144718856,1000,912.2356873942548,948.795318304312,490.3039063864654,731.1056021085143,900.6030523304337,0.0
PPO,38,0,248.0710790060253,1000,936.5829639652701,945.3458379453974,173.84128140610414,681.3335504846729,944.1820868370468,0.0
PPO,39,0,470.9765170446826,1000,985.4273187302822,951.7818971489651,633.131900550985,874.9347847591839,970.4669937762008,0.008948088004848365
PPO,40,0,223.01896667017417,601,582.1699703790182,569.6199844751715,250.64234709399716,527.9051778752056,572.967436437368,0.0
PPO,41,0,516.024117570186,1000,987.0577660925694,953.2540422246093,719.1460708195037,974.8291245946854,991.5168181221879,0.0
PPO,42,0,30.10714571359699,250,171.23181325185558,235.1657237448433,0.13893226776233117,145.05627919805804,133.891620879732,0.0
PPO,43,0,526.1742768660026,1000,987.7808089176591,953.3113510005348,741.8943882366133,972.6750589614976,990.3955940812859,0.0
PPO,44,0,420.77138213022744,1000,980.2273870105608,951.3644007436528,523.1433902168876,872.2543592575985,969.8543109223323,0.006448691728066502
PPO,45,0,487.55067481062804,1000,986.0930788473173,952.9345037813279,656.3067879694186,974.0874482120244,990.8172683827083,0.0
PPO,46,0,363.6524853264751,1000,975.0763366326431,947.9285356407784,398.9256406475136,872.1938235481749,961.7457612858173,0.0
PPO,47,0,148.79285685718705,505,410.9172018340301,476.3687178523263,154.9702276694561,330.01066242685965,475.3080147185115,0.0
PPO,48,0,400.7617786497283,1000,975.609039715229,949.9924510341428,482.5930481298324,848.4029376859019,968.8010329590935,0.11785735047722135
PPO,49,0,306.7969293318853,1000,960.9249272543013,944.31492440707,313.3917395183858,577.7828043615589,919.0779324434277,0.5003931475130216
PPO,50,0,214.063216609671,1000,974.0049564801849,941.7680677748262,104.47822375965778,634.8736619442893,871.4206221005256,0.0
PPO,51,0,416.71284983925887,1000,974.4622665390226,949.4944144244351,518.5925822148417,839.6086165150047,975.6131490806442,0.13842553287912995
PPO,52,0,449.5356648856457,1000,912.5288448570067,951.605998050446,599.8889861799797,873.6069786513426,980.3491571972762,0.0
PPO,53,0,281.27970166434625,1000,815.1762941304335,946.5149331050484,280.9146575986114,650.1060204766219,900.5168914574356,0.27060929386144117
PPO,54,0,402.42563449197877,1000,979.7811909234954,949.6698356031227,476.4306691572612,912.7224591885231,986.8288390445916,0.0
PPO,55,0,37.281479822420806,246,214.5915920367826,231.02520228099226,0.3688600637401168,131.71946255964045,207.5974620769364,0.0
PPO,56,0,339.2858221136711,1000,981.3134593757366,948.2712456461765,354.55842971293026,750.9842703166698,961.9742522338249,2.934190088740191
PPO,57,0,323.819998487666,1000,905.0014728554362,945.4058337460634,352.30833214887383,669.8332255049723,923.7188135960021,0.0
PPO,58,0,523.9611367285893,1000,986.5746163681009,953.5160943919901,737.1594752263734,970.5517820340899,990.596269578294,0.31766467617124383
PPO,59,0,425.30024006517635,1000,988.4561126725908,950.275185005748,536.5310053475487,813.5653725236398,965.1612212868628,2.8560305048671313
PPO,60,0,249.38960642692066,585,535.3366093713101,555.7493674438819,318.1134110819571,538.3261690060116,569.0587036464794,0.0
PPO,61,0,383.6296954688648,1000,954.0256707000868,945.0643192105284,475.2519367097452,645.267603038973,946.5885135951099,0.0
PPO,62,0,158.49205651609986,1000,919.8102527940586,941.0227982000475,37.33476715521047,254.42299877240023,818.3565928227193,4.2825135418560745
PPO,63,0,487.4033883636785,1000,967.8187686188036,952.1221237279519,661.4961706710352,959.6506545596474,991.4115296036965,0.0
PPO,64,0,441.1285323672842,1000,986.0242537935683,950.4896668055228,564.7306557943017,889.0665138952636,975.3133261271029,0.17935085067547674
PPO,65,0,536.3531480144118,1000,986.2351119088155,953.2987888870848,764.4646856572274,976.5971613207648,989.9476517032414,0.0
PPO,66,0,486.5535716261658,1000,875.0789615085585,948.5537376427017,722.5071718285169,728.9584846258623,837.6037262376054,0.0
PPO,67,0,131.02120611650355,1000,929.0927797923162,940.9400946518125,0.05676112821785181,129.55125540201442,734.1702895808133,1.1114236485536457
PPO,68,0,493.25423701238554,1000,981.7259404262122,952.9131517240735,669.4348037653299,977.1016375707912,991.9151423568354,0.0
PPO,69,0,474.64189216227436,1000,981.8762819486067,952.042685248707,636.7708865055932,889.2308721623303,972.3193125214498,4.374023973994735
PPO,70,0,258.69006911030215,1000,902.3704178008222,941.255087427147,237.64513601838226,460.9473713976218,874.9346125395207,0.0
PPO,71,0,402.04614474607007,1000,886.2273079419919,940.7945204083697,569.9657631031204,355.3449425724662,888.4370294895725,0.0
PPO,72,0,405.9528233027129,1000,969.962166054919,950.7499437488742,482.8402463567357,936.1938286696145,992.6592722543992,0.0
PPO,73,0,460.49241305410857,1000,940.6800978477185,952.8214499127786,612.4525600593909,919.4952919673112,985.4734616889698,0.0
PPO,74,0,417.17653372089035,1000,973.0841826874495,949.6338234720401,517.0549250703245,863.1880470998715,978.3158616603721,0.0
PPO,75,0,165.33388420708457,1000,899.004876435804,940.6961331706266,23.955547815490377,816.4881890367428,579.1320044334226,0.5723018331896783
PPO,76,0,172.00915278786417,1000,979.8133905873929,941.0028189684223,13.310800685019165,593.3579012016875,876.3204558209219,0.9430838061355014
PPO,77,0,183.0341376796519,1000,961.7375789954104,940.7776808186006,60.68831290262842,406.6961168334204,877.9989494593984,2.885842928765195
PPO,78,0,455.8666253800916,1000,970.1064303276916,951.7949831673637,591.7816816011095,951.726790004925,992.5259137912981,0.0
PPO,79,0,456.23889931604697,1000,764.8582660922739,949.1288714072267,672.9161703544402,741.9956647673722,872.7364496640798,0.0
PPO,80,0,512.56046435131,1000,985.7610807624251,953.3165482486883,711.7048075574752,975.7434560964357,990.629951970926,0.0
PPO,81,0,401.05702975311345,1000,950.521382279752,947.7313207446481,504.5230847236373,748.3623779925871,930.1806340329266,0.0
PPO,82,0,503.6919224305077,1000,985.053533331954,953.3638235002061,691.736513509831,977.578221646119,992.330710795195,0.0
PPO,83,0,528.6796427381568,1000,983.0346418347353,953.0263329540346,750.1269697639784,956.6911831440876,991.8990439899328,0.0
PPO,84,0,363.8952782650715,1000,837.6026532194651,947.689512742264,456.80978836996655,674.8287827788598,899.9969396494873,0.5773508134227834
PPO,85,0,319.03342030519013,1000,967.9215052252314,947.8364756471934,294.15164316652385,907.2359317147889,986.7654293207944,0.5817009035206052
PPO,86,0,249.89449958530017,1000,882.8608475820671,940.7683526415852,211.13212305056373,499.5331891538731,935.8985184988795,0.13714750672484421
PPO,87,0,365.6175488834903,1000,987.9570707792426,947.7988001355005,417.1133393033697,716.9232878810534,954.5413133526454,2.01084351433707
PPO,88,0,465.2681053123593,1000,980.467028483333,951.8100426985943,617.554779804106,893.6178874856752,982.2918859939936,0.6893715110294318
PPO,89,0,157.4562220672039,1000,901.7488050202888,939.9501255709743,5.394178874909368,813.0879886475269,592.0104859266016,0.0
PPO,90,0,392.7982479968662,1000,972.6273546712318,950.4103474933881,460.7448772673283,876.4491429053396,971.048704820866,1.8090157093559587
PPO,91,0,85.13523549569189,574,400.5453097564222,539.8517114768584,19.049146707658544,452.7878582332289,313.61805439097157,1.6419138585236417
PPO,92,0,391.5761248035147,1000,976.9283922967568,949.1030490216428,470.16888948539975,769.4774176424016,974.1672931620785,0.24832617693968073
PPO,93,0,191.5035173643343,1000,968.669982564828,943.5467054121297,47.73480996794432,698.1497132686745,826.0760598532703,6.875308296977773
PPO,94,0,432.9742809502922,1000,905.2623351540938,941.55181272828,624.5842306528807,363.58048378437843,896.9336822956723,10.383009458539684
PPO,95,0,534.4872272842445,1000,986.7528093450584,953.1233264175625,760.0652202006652,976.9454993268087,991.2306915761906,0.0
PPO,96,0,481.00321599210014,1000,980.9501482795124,952.4361955864399,644.1070429467362,962.3801222794992,992.0303325457099,0.0
PPO,97,0,343.4138892510639,1000,836.4869573651926,941.7643205619415,435.20599828840125,477.54027596306133,897.9568512277552,0.0
PPO,98,0,194.48754012264234,517,468.2660111358121,488.48957267243816,233.44210648592198,417.94528765701017,482.97045325050647,0.378068050272932
PPO,99,0,486.47375139689143,1000,972.5023379864193,952.235692423449,658.3045534482907,960.3932286994357,991.8210874194849,0.0
GRPO,0,0,186.30760568578367,535,460.97099969006024,503.8529219493755,239.69767196175795,229.2518541784296,464.15985042815396,1.0151013851723918
GRPO,1,0,237.17363737125117,977,921.2347142077308,919.8543459307941,162.5943966870901,657.5269488148701,860.4396067586299,3.862283615601849
GRPO,2,0,17.786059146395342,185,131.60870157272728,174.23226591307863,0.014518430009611135,18.5412197334049,88.89903639844897,0.0
GRPO,3,0,324.1181176215087,999,881.1927799310622,941.9766894471283,378.5909284139497,522.425934408713,883.5270882509927,0.9969106499989765
GRPO,4,0,132.83269278864626,593,520.0299419679078,557.9524294779028,87.63888560142003,281.16385280234084,519.9590708106125,12.555302952725164
GRPO,5,0,162.65563816399376,435,349.43955195143747,410.79214759545476,220.50672071359273,237.30242017521465,365.2815946336196,0.7404663260255758
GRPO,6,0,251.94494529642486,1000,879.4057654964561,942.377654830361,215.3905721268133,549.8640623901988,892.3631859771837,0.0
GRPO,7,0,251.09157281421724,1000,893.9262626379224,942.0543361289696,210.17327450738085,608.4500327465836,836.6307131018281,0.07442014124597973
GRPO,8,0,159.63724737163497,472,391.3173840184923,446.10962520982247,188.52709682370852,310.9099776686988,424.3116853962769,2.9295411069416333
GRPO,9,0,109.04546080592363,295,229.47765884617732,278.365531593244,146.47760633010424,173.34521890979704,253.1338580060601,0.34223810705110413
GRPO,10,0,234.14569555663923,977,931.6856917439601,921.5659676417381,165.95921462439554,536.6511244442125,846.9698253910926,6.793082568500474
GRPO,11,0,244.00214933878348,1000,921.3221252388979,942.22772181517,185.7730333715461,563.8999516056051,897.7262889600555,1.3960126132828121
GRPO,12,1,219.18675970615462,499,428.4886650382661,470.6108009093116,320.44200310504124,219.37162251303093,411.5226628891806,8.604514626336176
