model,episode,success,total_reward,stand_weighted,n_steps,stand_reward,small_control,door_openness_reward,door_hatch_openness_reward,hand_hatch_proximity_reward,passage_reward
Baseline,36,0,214.900673680994,58.87361149383937,867,624.7821281959874,817.0153753764125,231.65409931161054,324.39904195072285,710.4271007217039,0.11831532373896625
Baseline,37,0,240.24317902453822,88.4304946534348,1000,940.9950594161451,939.7522570678693,199.34731726695054,358.71513148671045,883.4127005328022,0.0
Baseline,38,0,145.0005840226499,74.73307475748979,1000,792.5430836721544,942.689515120543,1.234774580955082,413.90612734279136,835.5225298772509,20.686936693509146
Baseline,39,0,301.27223888719936,81.0684286687542,1000,860.846160975137,941.2901146196734,337.12372154343876,437.7470940718538,932.215616406094,0.0
Baseline,40,0,168.1492670258332,39.6030048713944,442,419.2792804161066,417.49596490558224,208.85187022507148,276.8575315887024,412.27790415795903,0.3032821880675709
Baseline,41,0,76.85304876846851,19.367668106150006,231,205.2180718253482,217.91621261988377,84.02946240496101,176.79763654487044,216.64481505685004,0.0
Baseline,42,0,397.9304277784101,87.1378342356737,1000,925.0061331346111,941.824122585512,527.3381055326631,515.1725808540228,954.6363402067244,0.0
Baseline,43,0,134.5848232797873,28.428661637772237,370,300.3702475980711,349.8886537614035,174.91107991309835,236.07653248192997,312.84698114048456,0.0
Baseline,44,0,285.4528194484543,77.73485446917074,1000,826.1437665423113,940.7523300224925,319.5758044991195,349.3916446652937,928.785414428299,0.0
Baseline,45,0,123.6915474558027,39.58673956606896,450,420.1642789622766,423.89594334309464,109.02811058476726,282.4415784531899,412.8919008180283,0.78709760864983
Baseline,46,0,308.66948403382054,90.60850182752068,1000,963.4075693465508,940.4653761541152,353.1942217772748,350.5562034619663,831.9154446685593,0.0
Baseline,47,0,88.75824068090756,21.097289120808703,252,223.6882502305801,237.57791683168895,103.54382816192505,187.5359712934498,233.7886064512025,0.0
Baseline,48,0,124.51961406324304,26.33721651894616,351,278.908839226108,331.4504203196966,155.69258141927256,258.2268344199524,304.18788369252985,0.0
Baseline,49,0,190.55680572316254,40.89113322579225,517,434.22396448918835,486.77440650407425,256.8396491685235,231.1334242137982,450.62318321689685,0.0
Baseline,50,0,274.90690729736247,38.99931740791254,674,412.4314258512084,637.147183728095,429.1471833877415,341.25288866860217,514.5742586307204,0.0
Baseline,51,0,521.9771626542954,90.9598708946162,1000,966.5332552154586,941.0527733278581,810.031873522534,299.07030312987695,801.7872408911868,32.743061352817584
Baseline,52,0,89.66593689002354,44.65241130776779,515,475.2567851860823,483.85411411366454,6.810948418292411,397.6884060683241,421.85715638794,2.7752019177455653
Baseline,53,0,409.97636846559925,93.18222754163807,1000,990.0026215442479,941.2236579231445,560.407515222415,397.8658274253271,894.3493540521557,0.0
Baseline,54,0,270.43563184667534,86.50528292463294,1000,917.7906866778355,942.2570461116364,245.25848718027547,574.1619740650326,890.6715991225749,0.921002947251209
Baseline,55,0,293.059686505475,70.34930165826253,1000,746.2624575704086,942.1525710820558,353.58429311888443,523.306973278702,747.6857982702542,0.1366124750481792
Baseline,56,0,243.07812389166838,74.66031463436644,1000,792.4532259946169,941.6761361292828,243.20210799782754,302.0990743392121,877.4295723818931,0.0012237777847423637
Baseline,57,0,493.7287664497107,91.43660462695003,1000,972.3168338271353,940.321335547671,751.2281649076743,300.0431478182814,984.7466044678489,0.0
Baseline,58,0,291.67128214535785,87.72142175253613,1000,932.1633981469096,940.870019341559,305.80914917669134,378.93791165438665,947.6370611753583,0.019984633781426453
Baseline,59,0,306.44699972298054,87.00439813381325,1000,925.1136543520184,940.3207900552476,328.116508949007,509.88791233354635,925.8287706600602,0.012395464097325393
Baseline,60,0,179.2333558432211,81.07767150652715,1000,861.1226561160674,941.6445573755964,91.68081902204318,277.81870940225065,811.8698030063852,6.899686160978975
Baseline,61,0,134.21842332343002,28.128207602830162,367,297.2497659068955,346.89765507711184,168.87988703731276,272.7914245928438,329.09390648333977,0.0
Baseline,62,0,172.2960492459251,35.97527238500045,448,380.8767222971283,422.8822302967519,232.1459850562681,241.529574964892,395.5720967471893,0.0
Baseline,63,0,260.7552307812733,71.768321671493,1000,761.3072010418822,942.2793125188898,292.03153658076275,319.3962950217835,791.3981027801264,5.808565023832388
Baseline,64,0,144.84359943559366,27.47120746820666,379,290.4720489442149,358.34799984034623,198.2597909969761,251.21168341841656,311.89803695653967,0.0
Baseline,65,0,210.8325639251673,56.60674303838609,669,600.9552324026486,629.9510695278758,237.5027642049215,340.4985844928279,606.4929553985047,0.0
Baseline,66,0,162.30213665332528,39.562047922563984,470,419.1214795660181,443.495172267071,199.73444536580294,254.31329657006958,402.87846975293155,0.0
Baseline,67,0,337.7677542323889,80.27457292620969,1000,849.8793147426488,943.9265035215606,423.37616474740474,540.1536290921276,799.3245143048104,0.0
Baseline,68,0,40.51728167040607,27.202754126096792,343,288.9879528893393,322.75222777396846,0.00044432814192801087,64.36497864309325,201.3291808476962,0.0846274917312384
Baseline,69,0,119.35088321503945,27.53016098234078,315,291.1035434664734,297.77612814819116,139.8648358206187,274.85580063093494,302.7751216374715,0.0
Baseline,70,0,524.7832604087387,92.60325760428829,1000,983.8360865521623,941.2090562907822,808.6874521026751,301.3369393686176,876.0661962419541,26.85855022205206
Baseline,71,0,231.25059579795192,54.65684174430805,643,580.3666142079103,605.4280544508844,289.4201256700559,322.81402867123666,554.4922875366386,7.112519119214496
Baseline,72,0,132.09775139136852,36.023946048106666,399,381.19263037354494,376.9564736543617,133.192742438422,342.16860735878066,380.5728175606606,0.0
Baseline,73,1,537.493043999503,87.674076870522,969,930.6180934440506,912.8581713298242,767.3568905548849,342.30510954259785,797.9403010910959,135.7031309931385
Baseline,74,0,348.14662872939914,86.99265452550475,1000,923.1233660841676,942.2097692592748,418.7230132667732,567.5655182131569,876.9140362055107,1.4418300368943058
Baseline,75,0,195.44436888285492,35.629716442409816,461,377.01158216187116,435.4572694362234,280.289298375495,273.9167449361906,399.77261849325504,0.0
Baseline,76,0,186.20506436188413,61.02813147242405,754,649.053930850527,709.2193135565285,167.4427673414519,331.8199123307193,664.7338393854137,0.0
Baseline,77,0,99.95178506219963,25.177566776597303,296,266.20713717879465,279.80150155912787,111.97015834418197,221.16508613733112,266.5878544770771,0.0
Baseline,78,1,185.66249317155132,35.11837881183106,431,371.901354084393,406.6891557340131,258.6049918799681,256.35687066944223,359.7125703110817,9.623988470595457
Baseline,79,0,129.9635209140376,26.596467034711072,332,280.97426851486347,314.0281581329333,169.9020813635674,241.8809053213289,296.34143999309396,0.0
Baseline,80,0,103.99973302259896,23.296138003475527,325,246.61282293068882,306.6593893617406,129.82567174147002,182.3000445152415,263.3408101939986,0.0
Baseline,81,0,477.9463306194586,92.5423074963071,1000,984.1613589888912,940.298828324443,727.3195602381098,317.6470893276822,844.5573309923603,0.0
Baseline,82,0,303.3994676991073,86.28444683708763,1000,917.0087769449713,940.830082560331,333.861191698981,399.8907172347031,937.6589747148623,0.0
Baseline,83,0,292.2296832752985,87.27127321149045,1000,926.2771685267489,942.0975905932703,292.9382368331028,568.8503582165008,893.8737115617315,0.0
Baseline,84,0,154.87368676371543,35.71604415544533,401,378.60007067936255,378.21724061184324,201.23030334502877,223.31047155955298,348.76965050058885,0.0
Baseline,85,0,352.2194913514681,86.21914801301068,1000,916.1937716181933,940.8565250785001,449.53415931434023,411.9713144256195,862.2281185144766,0.0
Baseline,86,0,269.94359422554214,73.19897198983122,1000,777.4713307020014,941.4386924641427,289.49723219573303,421.9399593038776,907.4773956487386,0.0
Baseline,87,0,205.09021007300464,51.487747204277724,570,546.317107879748,537.1844123928047,254.04896885692648,291.43335979047697,494.1751778717193,0.0
Baseline,88,0,477.37197964552513,91.74639309086949,1000,973.7735605975178,942.1190310271418,713.1273753379292,363.0942724421221,847.0476071469038,12.031924780387529
Baseline,89,0,290.3646797634929,88.55372775460084,1000,942.143446327407,939.8711777911631,320.97660164183907,330.7918106032521,791.7241464032109,3.559095484974386
Baseline,90,0,150.6203477799466,35.159757851191294,434,372.1391009078169,410.1017422556165,186.63657030775715,256.2281394174891,373.254526387802,0.0
Baseline,91,0,461.7143235138822,89.87311078183686,1000,954.4281593429434,941.5517097449289,688.8371375238987,384.3113183532643,852.97869857255,0.0
Baseline,92,0,163.66631108504262,45.894236031514026,705,487.02067975061624,664.3412230597503,169.09643191660464,259.53670306729236,574.0369107538429,0.0
Baseline,93,0,461.328053368902,79.33971119828028,876,843.002877779535,824.3653519151178,707.1936548993599,254.9868112885116,711.5173327838623,44.074257892260256
Baseline,94,0,333.648172197084,76.12489299022178,1000,807.6744605429376,942.2323707034445,424.76266556769366,543.9491686768937,781.3778785035261,0.32493526394086103
Baseline,95,0,186.82436040974093,42.24615087106233,609,448.4334093013707,573.6164885147309,238.81057058257417,239.01191032409594,503.2571452063125,0.0
Baseline,96,0,130.13318021797627,36.86983488818243,552,391.5920675113745,520.2940530807774,137.32695804755622,237.14068438934416,392.1835997785278,0.0
Baseline,97,0,107.95966217625099,28.266006714944414,323,299.1585727785252,305.0995913305791,115.0933528113157,251.96565090806098,305.1256789011663,0.13451487358034608
Baseline,98,0,497.25589136274704,92.59897613240942,1000,984.2876190783627,940.7451690243792,762.3872925822088,309.3363769666251,860.2442073396518,8.86744100865599
Baseline,99,0,94.28597832069464,50.53691729312236,601,538.1039064920398,564.3568868563386,3.5607131580037508,326.96038017880085,504.9701468953345,1.5720392936107301
PPO,0,0,190.65374250501844,90.81110172487749,1000,966.7743181938644,939.2653908862013,94.94808255076114,333.8316426477944,808.4884299981808,0.0
PPO,1,0,498.40511869551074,93.77769575398258,1000,985.8478693267165,951.2477212140928,681.656721043984,969.343396357599,988.2945730771153,0.0
PPO,2,0,498.0974602208794,92.6148270408688,1000,973.0681447034323,951.824080386862,682.9553597979198,971.7274454257607,991.3269799931782,0.0
PPO,3,0,510.1282199092545,93.68505772040837,1000,984.690632307855,951.4242164670189,706.9417944712342,975.9880391367241,990.3990543990988,0.0
PPO,4,0,316.1995068567489,66.89007352245056,1000,708.557384604328,942.6726188051351,393.0837107874677,500.72207859163956,947.7131910071259,0.0
PPO,5,0,146.65126263645345,29.78982730817476,360,315.08407767057713,340.2639348114165,197.54095761527677,244.25510488715602,315.10498314092877,0.0
PPO,6,0,480.3396136768882,93.54429221264077,1000,982.9363288470684,951.6939034755187,641.8064770846383,968.128597745544,991.5195377776637,0.0
PPO,7,0,460.05290351466033,93.56932130298911,1000,987.3642160314473,947.696089675165,619.2986853131678,794.989436822828,960.9940395921004,0.0
PPO,8,0,496.5374711503013,93.95560488034867,1000,989.269539823133,949.7453109907419,684.9037157618982,910.7363791210133,976.7675044209531,0.0
PPO,9,0,303.4842804328164,89.46047503865044,1000,951.673792743298,939.9367912911832,324.04031280201826,408.1277751971163,955.9855174680312,0.0
PPO,10,0,331.6918645659703,92.0864986541762,1000,976.0376237872458,943.3588055276448,363.0450241041002,613.2849762983146,911.4171250006804,0.0
PPO,11,0,506.4810738001553,94.00442054002794,1000,987.5501512768989,951.907854942149,698.0958096955642,975.981392754416,990.6893851880686,0.0
PPO,12,0,479.5560023444373,93.86083339271858,1000,986.2798867952179,951.6850616479743,638.9654798003534,972.6153828561006,990.3948779086713,0.029114295204082152
PPO,13,0,211.1957506719542,92.68388189080392,1000,984.1116152228037,941.819046621526,71.88521340147287,970.0935123999575,753.1769426097841,0.0
PPO,14,0,521.7880864083038,94.04313391217985,1000,987.5368803482382,952.3094064234177,732.3609771063045,973.1721756944456,990.4780802712919,0.0
PPO,15,0,224.70342595740615,36.95002453247223,504,389.7912460882525,476.96788465864586,324.9637431392704,390.33787445178575,440.0564657934604,0.0
PPO,16,0,401.58332168163867,87.19570680864142,1000,925.4109802936446,942.0826368832513,563.2894305231579,334.8046500154465,883.3427727360774,0.0
PPO,17,1,498.0181514539271,81.22452151280943,946,858.8935352921415,894.3237623682668,749.6629926510325,554.2493492732332,793.0956865070413,34.50866131182597
PPO,18,0,518.8574576280624,93.88194596582717,1000,986.7290824293937,951.4572387904614,726.25898103501,972.7640293860607,990.4153745435574,0.0
PPO,19,0,290.4071191921394,89.83292367487256,1000,953.6174761187048,941.8987256120311,289.00923333960617,542.0301166650545,866.8147754449685,0.22227402555228448
PPO,20,0,488.3002598587791,93.37676138580647,1000,982.0703181149312,950.8153556112104,659.2327654235619,973.4836990207058,991.8913816266606,0.0
PPO,21,0,490.948049616986,93.76562017976732,1000,985.3582480974263,951.603601338035,665.6404444958024,959.4132645361426,988.8529184555223,0.6597721843543112
PPO,22,0,230.86117822436978,43.39008618314905,503,458.5276562558826,475.8692923087555,327.55291205092965,338.7353681420636,462.71026422398626,0.0
PPO,23,0,518.9025357678715,93.94992232573686,1000,987.3474794034481,951.5437158065968,726.1246734689075,972.7006121853951,991.2295954371276,0.0
PPO,24,0,513.2128954168123,93.8041315356323,1000,985.6018137442695,951.7595823631468,713.5117335013008,975.0876096034016,991.4820665084899,0.0
PPO,25,0,505.5976834458383,93.82652344742407,1000,985.7967184421892,951.801633634051,696.7687247839269,974.4335034056484,990.0711735072894,0.0
PPO,26,0,515.229047199713,93.7792779248387,1000,985.401340763618,951.7036687828769,718.1973494717354,974.7921924740408,990.4270477778123,0.0
PPO,27,0,504.12022751491145,93.20273029526618,1000,979.0345641246947,952.0081969671129,695.2818869492233,972.2114207333206,988.6015411165672,0.0
PPO,28,0,516.705121916395,94.14094715862191,1000,989.174251319874,951.7251897974464,721.2002508064347,969.4511637538691,991.0300741436849,0.0
PPO,29,0,368.1697718423437,82.06163659075011,951,865.9701623582638,900.8908441430885,439.4294161996768,748.1086167273843,867.6484392648612,21.64870046321986
PPO,30,0,505.6891394956454,93.12075264235764,1000,979.0936752383104,951.0888108200381,697.7086355963229,978.806184780804,993.1838319180508,0.0
PPO,31,0,500.79671167014834,93.76512554856545,1000,984.9142437665074,952.0270932545825,686.3676580970528,973.0658138999945,990.2569856581792,0.0
PPO,32,0,359.4777002413203,82.15797171733577,1000,871.1134211209587,942.6999820929777,472.7883530919154,475.39744507533555,815.5978325523852,0.04344500353354408
PPO,33,0,245.11291094386058,88.91192212552635,1000,946.17922058244,939.6128984758192,215.39851885289997,336.2316300034049,830.2690465437154,2.704632877637055
PPO,34,0,472.5949477643812,85.78027993428853,965,900.7583687548502,918.6513082393038,652.6868407952587,914.8533555343826,947.2584339101348,0.0
PPO,35,0,491.77014809326226,92.12202896997488,1000,967.5676988103166,952.1423644101392,672.0238581980246,952.8549618929572,988.0372579602538,0.5507769757594133
PPO,36,0,195.01973750682933,91.01316794501422,1000,969.375173786435,938.8749618726123,87.54640431645258,332.1499473377624,959.0475177735183,0.14518389670688103
PPO,37,0,375.6671825644355,93.68304737791448,1000,989.0860832143743,947.2005769147205,434.0487864179843,755.6682881885107,971.2327650155519,0.9060818234997111
PPO,38,0,482.58519123282997,92.93963360931656,1000,976.617849067537,951.6623978976565,647.3784049387838,974.238043949565,992.267464071661,0.0
PPO,39,0,458.42443017324484,93.67748260353002,1000,985.7341412553786,950.3508953690631,599.0398119543129,911.664323551289,980.1206018583482,1.6851026279767316
PPO,40,0,273.6243469080742,92.5464673691069,1000,983.8222874057445,940.6442771237175,262.7436845925019,424.6751671696952,832.189262277124,0.0
PPO,41,0,519.8916214005293,93.88080422660936,1000,986.5997596382206,951.5655507452467,728.4702738100518,973.5010406296224,990.482838558307,0.0
PPO,42,0,420.1749775204761,78.23438747467237,875,822.2698138818769,832.2200747422786,571.5435911903659,837.7803971262813,857.1380120803248,0.00015299945381708202
PPO,43,0,456.31272366870417,94.38787723758826,1000,990.9958844686458,952.4676558589917,586.8345437720211,966.239041720105,990.7469929540218,0.0
PPO,44,0,331.3181237215424,81.30925038073154,1000,863.1304970177102,941.5040875065082,395.62115103519835,564.1036423970007,872.0566813001687,0.4895405431809533
PPO,45,0,492.77332903580725,93.5500065423334,1000,982.9775791946819,951.7145190574042,669.2226548146858,969.9194055252818,991.5431510120186,0.0
PPO,46,0,390.09604506279675,87.74544282290574,955,930.1170504862323,900.9183697406575,515.3674954526842,582.5689989402933,826.1355867833613,0.0
PPO,47,0,391.88668504549474,79.05038660964787,1000,837.1170644904387,943.9432459669616,545.6718093822914,558.4876220295416,787.1920622467763,0.0
PPO,48,0,218.88860789775902,45.35296056116446,520,479.2048982684548,491.9390911855322,286.3835536069282,409.5818819133524,483.67908235618506,0.0
PPO,49,0,522.6421824945547,93.5865182864082,1000,983.6353178431505,951.4474518318208,736.0984676250688,965.6688059700343,988.8740678479236,0.24060024562131843
PPO,50,0,501.4081427915357,93.73197854718822,1000,985.0708800650755,951.5380664785744,688.413569596273,968.6320094963883,989.1691490241003,0.0
PPO,51,0,175.11005072666958,84.38119796843453,1000,896.2764257335256,941.1002230147465,36.89780802391439,761.0639097121622,679.8155222396266,5.945335856812139
PPO,52,0,275.8037828564657,52.83464908696662,616,555.6308608844084,585.32896012128,366.2112420311369,566.1702553364444,597.3112417733079,0.0
PPO,53,0,307.1046425113611,93.68006630556587,1000,991.744667389957,944.6390016291374,297.1291166730852,629.5512397806466,929.1857728418499,5.084637347947974
PPO,54,0,252.5663891332669,48.134962453237165,561,505.9527714941799,533.5313475787868,335.7798583515926,519.9258307514002,546.683977684861,0.0
PPO,55,0,446.4103595183977,93.30345765165261,1000,983.6710331246911,948.4832614828978,583.0777659025601,844.5088099108891,969.929334300971,0.0
PPO,56,0,506.39032210408146,93.64142630968273,1000,984.8724668443706,950.8034410279413,702.756518009846,948.8719891991125,981.2972646002522,0.0
PPO,57,0,503.93767071611506,93.80680370442866,1000,985.4406424580629,951.9424324232347,694.0858107391232,966.1142415043512,989.7308020772789,0.0
PPO,58,0,489.0381635148118,94.24013265907058,1000,989.5689753044319,952.3446796401469,659.5112757379861,968.8461208251696,991.5130146477841,0.0
PPO,59,0,493.0295572665638,93.49962774257196,1000,982.4395378390672,951.7297374091532,669.9467989754934,970.8867934498194,990.1906062505844,0.0
PPO,60,0,497.2679446992273,94.09050516746477,1000,988.0899714458108,952.2592732263464,677.6252961186905,973.6611495852561,991.2599759817773,0.0
PPO,61,0,205.04886826100457,34.96379642830129,434,370.3726849556141,409.39770251876956,294.6218707586832,287.19227891872777,398.02431867962366,9.269714603937581
PPO,62,0,510.95428157830025,93.75378737185069,1000,985.5719410180557,951.2750062595591,708.407185820735,977.2338386201815,991.1113731222006,0.0
PPO,63,0,275.62971522783755,61.99008227863967,730,656.9543428790749,688.4597859727386,354.72257100694094,433.6368981376754,646.6526217838174,0.0
PPO,64,0,161.55312742094947,28.503222416158813,401,301.3686215775706,378.9281807941784,232.0424851205556,234.7282816955298,337.88745231527855,0.0
PPO,65,0,515.0524167725525,93.83284516549878,1000,986.1192234226783,951.5441118036963,717.8875746076635,973.7349841400304,989.6682765320631,0.0
PPO,66,0,517.1783839691727,93.92548588296633,1000,986.817937327804,951.8134821654687,722.4325905511392,971.9458248448702,991.2188219190139,0.0
PPO,67,0,511.9845573618913,93.79952701523779,1000,985.7518560557425,951.5649927755169,710.9163294852988,974.3527321639768,991.1009094014065,0.0
PPO,68,0,500.75457149137395,93.70542962083198,1000,984.3192059234884,951.9817552917368,685.5968704960218,977.7008017849156,992.9102011617391,0.0
PPO,69,0,302.9790213876749,92.41355752717374,1000,977.8960471597392,944.9826685802569,275.23006762108696,778.0082984267547,910.7675061200044,6.4946948676406535
PPO,70,0,198.45934202478196,62.541647840771255,890,664.190491385626,837.9459140872158,170.17244567381354,456.600065160686,729.7846957965344,0.05958737980944351
PPO,71,0,527.0030519698347,92.91530716446678,1000,976.6040724045869,951.3793218944513,752.7421622996213,929.2580588501953,977.8173765605742,0.0
PPO,72,0,398.76204350236617,93.35574958906403,1000,984.364070882096,948.443329648596,480.41303573113646,809.7201473306708,972.105828080415,0.3689401821047863
PPO,73,0,448.55470150834645,85.0355500205195,1000,895.2814144550056,949.255828347944,610.0188905273815,839.3439313917164,937.0923832127236,0.5395286293789767
PPO,74,0,509.3888765902027,93.5460168289851,1000,983.2626133884482,951.3923909064488,705.4045000085894,976.7980461529114,991.4186489941251,0.0
PPO,75,0,503.61118298985394,93.75739033598235,1000,985.6162971217925,951.2722194969241,692.2904115937988,974.5142715470074,991.9478771862393,0.0
PPO,76,0,419.0687916505668,74.6565530070654,842,784.6962784271351,800.7627907806375,584.815550111916,795.5080155699818,829.3968062927933,0.0
PPO,77,0,498.75581031078445,93.57172567638213,1000,982.7865437200154,952.1244069702157,682.083795835769,974.6350701709162,990.2924599952116,0.0
PPO,78,0,510.13780371552735,93.89226036749469,1000,986.7111682681043,951.5857139466024,706.6194359256109,973.6391365292925,991.6968071008681,0.0
PPO,79,0,514.3457555139393,93.90718652770391,1000,986.6334995323501,951.8014294604525,716.6043493779297,969.6525282766157,989.6797070467353,0.0
PPO,80,0,514.0333217299408,93.70441119732875,1000,984.2824546548622,952.0242926191092,716.130557498654,971.1369174669716,990.2662756973801,0.0
PPO,81,0,504.87922432520253,93.75484040123546,1000,984.810995080284,952.0222499310122,695.3324076492786,974.7513087492522,989.7447008865706,0.0
PPO,82,0,29.432465189590747,15.440803689295763,190,164.1550755851583,178.6082441840197,0.8489405159603298,161.6488842993324,110.54388106292457,0.0
PPO,83,0,504.8059572505465,93.64785622387835,1000,984.3032599820194,951.4297407652125,695.172719731068,975.3275726105621,991.2799703431851,0.0
PPO,84,0,504.09902152725994,94.04031834205362,1000,988.1128914441608,951.7244002836532,692.9419658375098,974.034390843764,990.6619803227677,0.0
PPO,85,0,521.2826486726341,93.75362569830132,1000,985.9296195064578,950.9276415212097,731.5381952194734,975.5255520573398,991.2111504540414,0.0
PPO,86,0,436.2340750554858,84.19058906025606,1000,894.921490355546,940.7752149878294,652.6645409748809,335.73816149078755,831.1506896398973,0.0
PPO,87,0,501.6172250905549,93.59167668880424,1000,983.5482335071739,951.588860669354,688.8468796377387,971.2794978993394,989.6095533960199,0.0
PPO,88,0,479.6635612936118,92.85907230982066,1000,976.004249759135,951.4562308825319,641.382121913026,973.6898361295177,989.9608463290944,0.0
PPO,89,0,509.38916547826045,93.64110659792478,1000,984.2515985500079,951.4078918546986,706.3044891901178,968.2842864417458,989.9364884539119,0.0
PPO,90,0,475.14458413076954,94.30442793901196,1000,990.5243927216582,952.0722888441454,628.9561585028019,965.0061341848674,991.1915631250624,0.0
