model,episode,success,total_reward,n_steps,stand_reward,small_control,door_openness_reward,door_hatch_openness_reward,hand_hatch_proximity_reward,passage_reward
Baseline,32,0,155.01650227283804,523,397.03322296699844,493.8703261226171,178.40927506306454,338.3944602726389,406.3417580448789,0.0
Baseline,33,0,508.907105753542,1000,925.283089797006,940.8010335795215,812.902272975134,259.6785365875821,784.6100631988354,10.959224057876963
Baseline,34,0,387.6768136861036,1000,805.2305651894717,942.9064293765853,546.5153925672691,506.34539961262675,807.6805630122477,0.2653036232750817
Baseline,35,0,344.16620560407443,1000,802.3569506719879,941.8065293509674,455.4480131379548,348.3180841443864,923.9080663352336,0.0
Baseline,36,0,114.63050601848428,448,403.5898955650027,422.9856524915063,97.57609320745478,256.762913711537,394.43469408518,0.12455786235524136
Baseline,37,0,184.49313012441135,605,583.3891181288539,570.003643425137,187.1688759111207,352.1369919528252,553.5509778068407,0.041292810326422624
Baseline,38,0,124.3739333879715,324,273.10153536501895,306.2538734542104,161.0780388950333,236.79382892614083,284.45179032796483,0.0
Baseline,39,0,143.23345497852165,363,277.1559662290175,342.7031068266348,199.627903237097,231.8604996585726,312.79142020827084,0.0
Baseline,40,0,150.77224922022938,463,364.4530308236626,436.58995474766755,182.82887017507,284.16734715550206,398.06209937184593,0.0
Baseline,41,0,201.72548844694765,527,461.42428696078366,496.0329447246016,278.64075511916957,229.90993109353244,427.9861151834479,0.0
Baseline,42,0,301.42530037113454,899,855.7911239529578,847.7039226141248,342.1615565875612,545.3148627824819,789.200460317293,0.046352526888498
Baseline,43,0,199.76872313632936,837,564.626687773079,789.0756852955707,204.22588374462794,345.456402511927,747.4305674573177,0.0
Baseline,44,0,310.39642665207066,975,899.3753025883499,920.5261766828764,348.8735138212267,514.3043258324388,855.2109728143536,0.0
Baseline,45,0,243.27844320654017,739,704.7214560818092,697.6803230407966,259.1997566495295,490.7244803380859,708.0705685419028,0.43070559435621036
Baseline,46,0,91.30335113180949,265,249.4314190789982,250.35610985685017,99.89052267862586,205.64284125730202,250.01553938416748,0.0
Baseline,47,0,83.98127190790274,237,207.99094968901895,223.73884683218276,100.2867946786236,179.28097781934326,204.8159240951997,0.0
Baseline,48,0,249.75177730956926,680,375.35421462309864,642.5425818851663,393.94268756089065,302.28726166917176,439.28162888819685,0.0
Baseline,49,0,79.03829259618522,641,464.2813306884497,603.0955101452028,0.27559999309634614,160.34626690165945,480.05276507841324,9.212559226816316
Baseline,50,0,199.17532338256228,1000,988.1331865917729,940.4939293404275,78.11469094305261,510.65537640980403,911.1070024881741,0.0
Baseline,51,0,78.44127327825096,507,444.0376457679408,477.2238370001081,0.6862022893190332,292.07582715962474,417.29845472392446,2.457632253684136
Baseline,52,0,287.8995256387341,1000,849.254460099443,941.6226920035524,337.62205408208075,331.961222275376,785.9347554189296,0.3693491923992972
Baseline,53,0,488.0945405024359,1000,872.5410328296635,941.6775392395164,781.238594803637,308.87860744095536,775.3804917823609,0.4217119871290833
Baseline,54,0,181.17786269275197,641,539.087507972538,603.9222534374726,201.06733778096407,283.6925173930937,513.9594106801097,0.03125856854036857
Baseline,55,0,282.96080583427096,1000,753.8602438942767,942.2993563220598,335.9448171051906,487.8777833727253,725.4452895369586,0.21737537022297293
Baseline,56,0,361.75243427312796,975,792.1723499016958,920.6580265536786,480.7637903569128,558.4343405165696,853.5925119874818,0.0
Baseline,57,0,161.02350871950628,964,634.2270374426197,907.8083765897647,92.91415874062885,307.98964548944195,882.2348974253622,0.0
Baseline,58,0,409.81353933103105,1000,892.5184797687118,941.7127289751044,578.5562737925619,419.85872208912593,888.0525541617495,0.0
Baseline,59,0,142.35052572383404,361,285.8052511743055,340.20675526728667,206.4503341876094,157.6822328122327,292.48721249973397,0.0
Baseline,60,0,113.60875468926841,373,349.9554287441773,351.67246014779477,116.07631410011729,231.1236460184546,336.36599050498955,0.0
Baseline,61,0,301.2514552611771,1000,725.8698228092869,942.3502156909178,384.9695817630794,294.5999745005007,897.4977363827254,0.0
Baseline,62,0,302.31322830479036,1000,924.06848068164,942.7894691622812,316.18326660803956,562.9991402048852,894.9451958836271,0.0
Baseline,63,0,233.4157002443836,1000,861.7511312378964,940.7756146414881,196.63318507571483,390.134305316375,883.2571400098587,0.48740560861165927
Baseline,64,0,308.6946595137601,1000,902.0834417596641,941.297705240661,348.958881942487,484.4486735953005,850.2969360657236,0.0
Baseline,65,0,91.96870786257259,260,237.2591469525954,245.4400873287024,108.52973133791642,179.37926552133766,233.13854293766462,0.2727482952698551
Baseline,66,0,261.3064611283998,1000,887.1996924619136,941.9064510661332,242.44361446229345,488.83596695241675,883.7677933089142,0.0
Baseline,67,0,268.45370853734414,1000,575.4599704386293,942.5002934618192,348.3768874920393,331.89395579209275,816.7684154018672,0.0
Baseline,68,0,227.76619631190133,1000,956.1310580904611,941.220930353743,151.6502143298458,506.13413796904086,817.1879299158652,9.579856096662738
Baseline,69,0,134.77072941918723,411,377.78874329869274,388.66233282508415,141.06810657885796,332.43820844667295,375.8643866335114,0.36255409887740964
Baseline,70,0,84.8785320274782,235,218.46874248135285,221.87704633260253,99.20400332613457,172.76949242806776,219.32676804931907,0.0
Baseline,71,0,183.1660695394815,1000,891.628958170278,940.444949069168,42.55398541751911,772.1737301622603,830.814935912095,0.0
Baseline,72,0,183.29955355260188,730,663.4234854994711,688.1880011302911,138.41563132240105,520.9418298331299,639.0476980603827,1.2983252406247883
Baseline,73,0,284.6856694741534,951,849.3002720874448,896.6282458268709,303.47968139327855,513.8709131490544,846.8213555137521,0.0
Baseline,74,0,218.53564327905175,1000,637.1801354956937,941.6517133003819,217.8905309600597,347.4598823409241,861.8103230023668,0.0
Baseline,75,0,190.5810919195178,678,588.6424995595808,639.1333961266809,208.43605264984603,350.6782929326187,474.8198954797397,0.0
Baseline,76,0,129.49138681878946,351,282.8544738602048,331.0634445202091,171.7772328644679,205.76554566070038,304.67223629563006,0.0
Baseline,77,0,426.8647773927175,1000,835.8582914112201,941.7252677826981,645.7819547947475,316.6564824410803,832.4529686881101,0.28131866981026055
Baseline,78,0,298.61006948829476,1000,807.3575779804845,941.7134116816483,359.27321027848706,440.1039266851803,777.3567281971187,0.0
Baseline,79,0,111.98140201126942,340,312.5367051393473,321.21549715181203,120.45103316825096,243.91002452437496,320.91953592505297,0.0
Baseline,80,0,260.81178971593795,861,598.859757775955,811.6855196784688,325.960354926005,409.48654553679415,743.3207450649169,0.0
Baseline,81,0,149.42073696943643,445,406.56770255027476,420.903875755104,157.6678680366971,376.81044863520583,419.8718450703132,0.4529006958395343
Baseline,82,0,367.6508228801886,1000,930.9508516757403,941.6216133506006,458.3378875803535,577.3633444561202,897.1328878154685,0.0
Baseline,83,0,349.7270601001758,1000,926.6421028972736,942.9138828268591,422.5072836318771,540.7078949796319,901.0098745232192,0.36418333945877457
Baseline,84,0,214.8295261062258,1000,937.2526250719558,940.5150293082957,105.42368330538498,675.1082401412115,903.861560012452,0.7958937195325334
Baseline,85,0,143.66019217228447,467,327.140126421176,440.3442608540431,181.2092731002684,250.75974769454365,374.5411881228196,0.0
Baseline,86,0,262.5532034749165,1000,965.2005372593147,941.6649588361576,222.51751113807978,566.8262419702222,863.2699922578655,0.04664731269821887
Baseline,87,0,271.653420157149,1000,893.9828858302417,942.3550643934759,272.55414601159947,503.550748220652,791.486386890119,0.0
Baseline,88,0,199.27081643126974,863,714.3286855724793,812.2486914514479,166.5574389810866,372.0829258567381,756.1640307946994,1.8884504894887364
Baseline,89,0,273.322377808012,1000,865.7940714101939,942.179877513169,282.3899821596887,457.40519695912235,832.2827598020763,0.48225439783209956
Baseline,90,0,325.5016259832056,959,915.2229573099834,903.9821929946448,384.257709385088,487.4115264129907,838.6480595431915,0.0
Baseline,91,0,144.54769302030752,454,419.9029258217016,429.3539428558477,147.42842803819718,349.69924320529816,419.77885688003016,0.0
Baseline,92,0,160.74133802972062,610,556.4951030762387,575.252002738493,132.8710791845969,395.3971194174084,571.7680785762377,0.2950912576310972
Baseline,93,0,370.5655725141956,1000,931.4832619222899,941.9608372519508,474.73917590719117,513.8104633079472,869.5182700385403,0.0
Baseline,94,0,275.4560916822253,1000,903.9393789942517,941.4408325950258,292.9044338097682,375.48472147227733,795.6014209277281,0.0005417850089347587
Baseline,95,0,262.76000702490245,1000,810.9960261865872,942.3874358948854,260.89679176053215,475.9270833236499,902.0224151563524,0.0
Baseline,96,0,150.21884080504486,418,390.9120721938258,394.3304818539709,184.55857288893216,240.348018875725,365.4765575065334,0.0
Baseline,97,0,268.6879220539632,1000,849.3822249745651,942.8391608956803,269.5210554802109,594.0690566677381,752.0087660622504,0.0
Baseline,98,0,111.67822193196213,342,315.33357441412437,323.900710543615,112.31542765333337,297.9393575706393,327.1484023142728,0.0
Baseline,99,0,248.8910753355829,643,570.224586865406,606.1891967221148,340.6162726797927,308.4282372375348,528.5979961293349,0.0
Baseline,100,0,496.79590823398064,1000,929.6757186902332,940.3435585914323,779.378486566117,284.8787901423231,868.0091410413581,2.8791508890786153
Baseline,101,0,185.0194737303416,445,412.4452369364762,420.40225735694037,245.8455853557121,300.3821651867802,407.92458440397917,0.0
Baseline,102,0,494.5098814948273,1000,878.101335829925,941.6578338147345,799.8921436802831,262.33464501879934,757.2843424161316,2.5392762343436113
Baseline,103,0,151.58014875477468,502,421.9359425069085,473.8330624152218,169.63882488946976,274.4532196957552,416.5717207036547,2.5096015790770885
Baseline,104,1,234.94618734778788,746,596.8421067970953,703.3773715779136,283.76170749357755,323.6158261086241,635.7898702565545,8.544296125349634
Baseline,105,0,202.3835021357803,1000,846.4199140268217,940.2241048512537,123.19966989118727,427.572674803565,887.6290760138128,4.574271887679385
Baseline,106,0,146.3147873809469,375,272.857891827324,354.8251928211962,208.73450639197645,234.6870210583571,296.3711874639412,0.0
Baseline,107,0,311.74002005161793,1000,899.9600183067358,943.3350823328947,351.58523052079454,508.7352264782091,862.5944644328519,0.24076801683044813
Baseline,108,0,242.31940765714748,676,608.5809656700169,637.5166788658206,320.196702855466,269.39865651984536,545.8829047708606,0.1954533688743495
Baseline,109,0,366.93620938938807,1000,884.2027205722676,942.1630293874318,487.39948448650154,487.8943003330997,797.481085587034,0.0
Baseline,110,0,111.86702606567594,322,268.0702990591358,303.63975876230734,139.71308632158554,194.6547835999799,279.3722190109172,0.0
Baseline,111,0,109.61713619502629,308,282.22087469488565,290.98368618063023,124.13027611855014,250.54597823086115,291.1382477187495,0.0
Baseline,112,0,280.31768070630835,1000,886.9022281076468,942.292275301882,264.30750347945826,708.7848942937804,847.4202815990245,0.0
Baseline,113,0,392.5963628668938,1000,970.0495186383425,941.3399116168337,535.2063827163139,333.7185657959184,874.9561187748028,0.0
Baseline,114,0,276.9572504459467,1000,887.3342322959036,941.6417317232385,281.52434981437636,488.4290863707137,845.0944602146518,0.014508801616563982
Baseline,115,0,155.8046204736144,391,273.72573946332705,369.51797956347934,227.02685223768867,257.07935843900407,298.46105672219625,0.0
Baseline,116,0,222.90108181236832,826,716.375882545292,778.199213532118,228.74132834875024,347.1053822693892,699.61654982908,0.420382104596544
Baseline,117,0,155.70136996821458,1000,871.0862864963361,940.4448163229822,21.589886632139926,388.0911274640661,869.0355354033169,3.4481360327530646
Baseline,118,0,125.93398793991828,366,336.00575510498544,346.19671859263013,142.03646634340885,270.419995422593,333.9953462076346,0.0
Baseline,119,0,205.5903504547594,478,441.4480116656545,450.7385848567115,296.2369646336814,202.32156588779083,410.65463982808524,0.0
Baseline,120,0,384.22351315930075,1000,782.0725921107979,941.6794231087781,552.2528006668099,387.0665176247344,853.5162014368324,0.0
Baseline,121,0,328.37024302681397,1000,809.9429952572418,942.6132031845993,434.3942109801147,367.8232821809369,755.4276855242042,1.044233851270316
Baseline,122,0,344.6169299095949,1000,933.958511978495,941.9851772901202,420.2398403683538,503.6077139283076,843.849213926778,0.4207147254150968
Baseline,123,0,90.23472395333106,267,242.61493107471463,252.17440042691075,99.53750059920341,203.29947211933657,247.18945959582618,0.0
Baseline,124,0,105.96115992242247,289,271.65562542246744,272.90829272170714,124.89324498889576,215.7553783489339,266.35581452807446,0.0
Baseline,125,0,148.53685922325576,541,399.1021778638711,509.27399299117474,170.14145719663097,239.05350093060093,449.35306848822734,0.0
Baseline,126,0,173.0512481652422,1000,949.446474624855,940.1198473312124,63.80658544878867,269.0033377253871,830.051665943352,0.35285760874007244
Baseline,127,0,244.622458125392,626,598.7078446041128,590.3404493054302,324.67284772246495,295.4220954672141,545.7221406334719,0.0
Baseline,128,0,346.5657290652219,1000,937.0095505489443,941.4883100999867,416.96526596245417,519.1013626819821,894.9923703437458,0.0
Baseline,129,0,358.9412884772424,949,877.4561794050446,894.5394635067975,477.70148772380486,400.73920354109885,824.3314665374443,0.0
Baseline,130,0,155.67869049026834,542,484.13781136153546,510.4003610671626,167.70093848445873,241.83618609218883,448.2698371104782,0.353311744455706
Baseline,131,0,87.17866713965444,250,229.57433860673072,236.13960112263598,99.18553653107674,187.76324524523568,229.37136036440324,0.0
Baseline,132,0,248.5927355135545,1000,891.2637677772562,943.6575521479243,210.52121969616925,514.0488685545095,845.1055003992411,5.066773191592526
Baseline,133,0,97.491144317141,269,242.64657067308852,253.85872220935653,116.57746871912339,192.37942625659952,250.16846950553332,0.0
Baseline,134,0,149.80239884012022,503,478.1509833481853,475.34445743719976,142.5394184862482,331.42393327111483,457.00903454647727,2.991863857722511
Baseline,135,0,256.55664737812754,1000,864.9303898330303,941.1670460850885,263.723555903625,287.423955584211,768.2589739554397,10.547490323798032
Baseline,136,0,165.95986446072342,410,289.9985380360936,386.94229989380807,244.1047212038935,205.68485102662544,369.2080783915766,0.0
Baseline,137,0,94.2731062890297,251,228.35061254772458,237.40197202352155,114.3740524111016,188.38546300864877,235.4471461536317,0.0
Baseline,138,0,74.5724843308401,484,335.92793815015426,455.86174488025296,32.64721140427785,146.22982898786617,418.5680655412736,0.0
Baseline,139,0,149.56424291821202,423,354.6166193080307,399.63551449758273,184.459256067824,300.07334409889216,360.93699991137055,0.0
Baseline,140,0,271.1685032653156,1000,868.9301649755063,940.4904852303486,280.02813099222516,394.3150725462922,874.3937206027008,0.0
Baseline,141,0,302.8572049592088,1000,913.2051523211798,943.4342774499063,303.1876087208693,672.8336227967637,932.234916721953,0.0013501268486902918
Baseline,142,0,263.21104799223787,1000,826.3462227351333,942.121007485867,294.6044527254212,281.7059565799113,772.6072696956364,0.2141062395777391
Baseline,143,0,198.86062719160932,558,288.5077516391654,526.8103970553067,308.90371243518825,227.47888347344875,424.75249142375736,0.0
Baseline,144,0,223.42731690691463,643,540.2377317566553,606.7376806188345,270.60752303458594,442.4882086154084,569.1460582127579,0.21177360734490724
Baseline,145,0,302.05160017826944,1000,981.4530789696631,942.3091350393555,313.71872363712254,518.1564081656973,849.6325909092793,0.0
Baseline,146,0,213.24994474388,532,379.2279949370707,503.45202869537604,310.4554136965097,330.6911743663429,421.8646255060218,0.0
Baseline,147,0,114.69100824708354,379,347.5218114045805,357.9788114281478,111.47057079248941,280.7956844725941,353.0353377464167,0.0017938495973861546
Baseline,148,0,495.3930611281047,1000,936.7164543431024,942.0277398139253,751.4444988963362,430.37939573071924,949.4080611590772,0.0
Baseline,149,0,372.33733737991963,1000,897.2942505198909,942.2757494891678,499.3913407249759,391.1774798699955,870.3097956419654,0.0
Baseline,150,0,92.30788480243645,249,227.03423615915625,235.01886811343795,112.29915633775741,179.20638283605354,227.5016440064432,0.0
Baseline,151,0,476.7650152580786,1000,878.5714910695514,941.7535457061981,713.0914875112013,354.44943305919594,793.3026004125182,44.935246078524635
Baseline,152,0,332.5197019435265,1000,917.8390558928805,941.1471004048262,398.99421578613,461.8056729565663,869.3073345063327,0.05953244090220522
Baseline,153,0,263.648746611551,1000,892.1491891712807,940.7630485927828,244.56422483332898,449.69202982809094,943.2025151535051,0.0
Baseline,154,0,359.46180389299985,1000,882.7784361091918,942.4347490422148,462.7090910700179,534.3715443664399,826.0601809873189,0.0
Baseline,155,0,178.17029076499364,1000,894.343356157774,940.6261332874011,36.32433136022742,627.3785578223254,924.7734373859814,0.2780977693603791
Baseline,156,0,366.1983866161061,1000,903.5339591388943,943.2539736564718,461.5871546399308,548.4976394846722,915.9204635805273,0.0
Baseline,157,0,237.58396625588443,683,493.25369677188553,643.4180004336914,326.07680944270436,260.4509786721993,626.9989096237615,0.0
Baseline,158,0,297.4092730460713,1000,782.9181668808358,941.8727196776176,345.38269635968976,427.9043415445563,936.516245649844,0.0
Baseline,159,0,501.4317735725111,1000,974.4048033554548,941.4817498223274,770.6023341752599,318.5524300026866,860.505275955193,11.33046726831428
Baseline,160,0,232.80146871988677,1000,930.0374435071615,941.7128232759051,191.32359019016647,319.2821012615529,784.0624748016816,11.260766672140392
Baseline,161,0,188.92562218259323,506,320.3673009409169,478.10161741343165,283.426467502115,266.1076018593299,355.48326988928636,0.0
Baseline,162,0,77.1334494610601,453,425.38010770954,424.82109709883156,0.4334093344723814,363.6758686579446,377.2501267286207,0.0
Baseline,163,0,246.1407372162773,1000,984.1458576227374,943.2736990022418,184.94840952792035,547.7199297245493,848.2824000744595,0.7883453656274106
Baseline,164,0,205.03389492804442,818,633.8531146167867,770.3525996933439,212.4293822617362,286.30028857635307,708.2319705113388,0.0
Baseline,165,0,384.56633844025606,1000,934.3463602748284,943.1962094945864,495.67913434905165,542.6334446095982,924.8028897601042,0.0
Baseline,166,0,51.83818057584115,220,212.6872756197287,207.2786342480028,29.58890868641255,165.54366326401353,204.1193171470505,0.0
Baseline,167,0,377.1757525087531,1000,984.3998295585593,941.7595472078348,489.8642976475068,402.75519572009534,877.8316452741931,0.0
Baseline,168,0,202.1073920593909,876,606.0732782860529,825.9295431212548,201.2209943460514,314.7159939040539,770.2314204146377,0.39808416840055805
Baseline,169,0,535.9600343713661,1000,925.1066685445418,940.9014948838619,857.2774017353005,329.1587895675491,933.4148971981724,0.0
Baseline,170,0,295.84197618395694,1000,854.8077419829333,942.4399149579791,336.7367783126544,499.16952930800596,775.187838886803,0.0
Baseline,171,0,155.1370472448153,484,278.06036808534674,457.0627125204404,231.5407067459987,208.7613605897539,284.529155162337,0.0
Baseline,172,1,529.1193806088768,1000,965.889906464891,942.1611073800841,675.8311594202153,317.6994009088907,818.2667155588177,220.51523563793035
Baseline,173,0,220.7192421888478,758,683.2188632038474,714.5877411214279,218.77776321890192,460.33438341192505,675.2446024834129,3.044522040131893
Baseline,174,0,271.0172054403952,1000,831.6057231779753,940.2025221685982,291.49666348811616,309.6805903980119,923.5877029156777,0.0
Baseline,175,0,144.3892706440158,1000,768.4417548588423,941.023239064543,3.0320935393093964,527.2524076908905,861.1417600329631,3.7898489436649023
Baseline,176,0,342.93089383602677,1000,858.6829589772375,942.4401010306229,423.99844115046966,554.21654643941,869.1783829050164,0.0
Baseline,177,0,114.85532077663262,313,285.8984138378206,296.0477142060246,138.51214063657147,220.86934492604908,288.5142893530637,0.0
Baseline,178,0,164.56789663263862,1000,866.4925103522413,940.1873967684869,31.555263356937655,425.42900518424136,941.9158574246932,1.5043278849626223
Baseline,179,0,330.9784056481144,1000,885.2966007124686,941.4467070003543,405.4440352615791,386.0558110459899,888.3867664327188,4.129833031491199
Baseline,180,0,201.69949453899,580,422.2920170643859,548.327431614263,268.66411633495375,346.5923234286277,470.52890262477507,0.0
Baseline,181,0,512.5667902719443,1000,952.0757495345317,940.8236130604284,788.7802490959855,275.1243871218253,818.8152932932064,38.103063312206594
Baseline,182,0,75.3529696105671,220,206.26627535065026,207.70692131605173,84.79095459835602,153.05544235284376,201.28862787811428,0.0
Baseline,183,0,210.3310698857948,1000,966.4510348572041,941.2997065984047,94.43227547315558,502.09049786930285,851.0855183928581,26.283122691091805
Baseline,184,0,315.3294941832315,1000,933.7426729639096,941.5139466599594,355.85835559386857,474.69645704041835,870.8099110729121,0.0
Baseline,185,0,178.20222436384208,645,515.6318388956765,607.967760124158,196.16304843189147,270.8629367948789,555.7416217097385,0.0
Baseline,186,0,116.46369496950103,317,286.2546819256115,300.1824755338028,139.04356170191346,251.74059831677954,283.7679341918951,0.0
Baseline,187,0,346.62527076452955,1000,858.1627831805774,942.4581141395527,447.30662347041545,406.33542258994987,882.8167145703827,0.0
Baseline,188,0,203.58286841508445,577,398.9785450224659,545.4135895852739,293.57756102150614,259.9476464122877,415.0446221607982,0.0
Baseline,189,0,174.97250292211183,672,633.2843405248562,633.9292330335577,136.20217277004645,447.17511862763297,631.3619172243647,0.0
Baseline,190,0,115.88194762857297,302,277.5748563992366,285.3877825065469,143.71995189327038,218.42745001216164,280.8908016773699,0.0
Baseline,191,0,171.1072980152419,623,582.7286146993833,588.0292618076347,135.16805283209317,505.18308852986576,599.0558302677315,0.16227003067622292
Baseline,192,0,168.0233167607577,517,478.5400407926716,487.3855258473295,190.6260222545552,295.6408113706009,446.8151819301277,0.0
Baseline,193,0,187.43366068986043,1000,934.2118793784094,940.9622296766706,54.78483985235856,680.4986714443861,816.7334393043577,0.0
Baseline,194,0,315.43144409162886,925,735.5804342457883,871.9028744143255,418.0955304229536,441.87392061697227,716.9606449205528,0.0
Baseline,195,0,258.4842731070996,1000,890.6635640758572,940.5580601238031,239.1039638556988,428.5617144605885,909.4875496745691,0.6382761556508234
Baseline,196,0,222.01516016557673,1000,808.1945064962352,943.1260694048525,188.13062233715107,316.19615179280106,791.5664828453588,16.387097426716004
Baseline,197,0,386.72849630659977,1000,699.1336652170887,943.1558175757498,573.730352531081,395.8886074033664,856.2568687374361,0.0
Baseline,198,0,349.18711942798956,1000,887.7158949573887,941.4064935710015,455.18966697251307,318.63770187911405,896.6593673750914,0.0
Baseline,199,0,248.4519725426984,713,649.1627190693397,672.1260091454952,299.4122147407373,428.13920127627625,621.9894168375837,0.0
Baseline,200,0,142.8237096329198,1000,846.2803960017934,940.7571792748686,0.20482435987203804,402.14221931142174,860.473085100165,0.0
Baseline,201,0,468.3217613144908,1000,983.8383647241079,940.1093355065184,697.2913510567095,267.3297361114335,835.0423332744643,19.800743844992034
Baseline,202,0,175.85167599210854,426,375.5513282382358,402.4834385870539,243.07804565614788,250.33483314720814,369.20585976702046,0.0
Baseline,203,0,95.5126754659023,286,259.3331455841542,269.7351004281368,108.84634261285079,183.33384261683844,258.0595768752785,0.0
Baseline,204,0,228.3981786788822,599,548.7133141520967,565.3701653183819,295.34300179891335,328.38915758226955,545.4807712665859,0.0
Baseline,205,0,213.9544706184314,1000,843.8459264969599,941.8627242920285,144.01917696840334,505.6092559640864,887.4311992978801,0.0
Baseline,206,0,262.30527080046795,630,406.6781119603825,594.641946962682,417.7585894675043,277.6183246610046,441.00651138725544,0.0
Baseline,207,0,388.04005251700227,1000,986.9270340886893,941.7868276626241,507.62998238739135,439.9744299643219,893.1922849789951,0.0
Baseline,208,0,349.84584323689313,999,857.1480270844792,939.961623281737,469.28332778616806,333.0400042810841,827.5916929208257,0.0
Baseline,209,0,230.3945309844836,1000,869.8657411821013,943.2648367098494,190.44400143661682,348.01705028994706,737.9096753736663,23.77687158781389
Baseline,210,0,318.5847124770352,1000,990.2817458681039,943.7734892976438,317.64370091009437,697.8785654261233,945.7737287412571,0.0
Baseline,211,0,189.5108251085248,514,368.47341606299875,484.15608777534146,272.80730485362295,214.73341843690613,426.0542654613799,0.0
Baseline,212,0,186.51975816049628,465,339.6137961201453,439.23087348128394,272.24813349054386,240.24388152248042,397.51415874095795,0.0
Baseline,213,0,290.2667604525438,1000,792.4614575180403,944.1539885412615,333.5797277665797,553.0790888533237,753.2917718795791,0.0
